Round,College,Code,Branch,OC,BC,BCM,MBC,MBCDNC,MBCV,SC,SCA,ST
4,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,CM,COMPUTER SCIENCE AND ENGINEERING (SS),691,814,1357,1430,0,0,7496,0,25004
4,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,CS,COMPUTER SCIENCE AND ENGINEERING,445,642,1016,1080,0,0,3940,9701,19404
4,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,787,1140,1396,1660,0,0,6713,20582,34884
4,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,2420,3667,4936,4100,0,0,17836,26864,0
4,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,EM,ELECTRONICS AND COMMUNICATION ENGINEERING (SS),1444,1622,2356,2027,0,0,9126,25133,0
4,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,IM,INFORMATION TECHNOLOGY (SS),1114,1452,2034,1913,0,0,8545,19014,0
4,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,PR,PRODUCTION ENGINEERING,12300,18709,21715,22459,0,0,37006,71834,0
4,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,RA,ROBOTICS AND AUTOMATION (SS),2288,3664,3695,4201,0,0,11036,42315,95903
4,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,RP,RUBBER AND PLASTIC TECHNOLOGY,21719,28459,36437,41092,0,0,64070,90360,0
5,Annamalai University Faculty of Engineering and Technology Annamalai nagar Cuddalore,AM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),36498,107121,72275,82718,0,0,87197,166439,0
5,Annamalai University Faculty of Engineering and Technology Annamalai nagar Cuddalore,CE,CIVIL  ENGINEERING,118095,0,0,169709,0,0,157242,119630,0
5,Annamalai University Faculty of Engineering and Technology Annamalai nagar Cuddalore,CF,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),48954,99545,75148,89984,0,0,101012,0,0
5,Annamalai University Faculty of Engineering and Technology Annamalai nagar Cuddalore,CH,CHEMICAL  ENGINEERING,106030,0,163078,0,0,0,153420,0,0
5,Annamalai University Faculty of Engineering and Technology Annamalai nagar Cuddalore,CS,COMPUTER SCIENCE AND ENGINEERING,44302,86801,70608,85577,0,0,85404,141718,128093
5,Annamalai University Faculty of Engineering and Technology Annamalai nagar Cuddalore,CZ,CIVIL AND STRUCTUTURAL ENGINEERING,154551,0,0,0,0,0,169355,0,0
5,Annamalai University Faculty of Engineering and Technology Annamalai nagar Cuddalore,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,53105,116509,96537,89381,0,0,103959,163541,107415
5,Annamalai University Faculty of Engineering and Technology Annamalai nagar Cuddalore,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,106240,0,0,155108,0,0,147280,0,0
5,Annamalai University Faculty of Engineering and Technology Annamalai nagar Cuddalore,EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,118612,0,138671,161316,0,0,162706,0,0
5,Annamalai University Faculty of Engineering and Technology Annamalai nagar Cuddalore,IT,INFORMATION TECHNOLOGY,53834,114112,87626,90202,0,0,101691,0,0
5,Annamalai University Faculty of Engineering and Technology Annamalai nagar Cuddalore,ME,MECHANICAL ENGINEERING,140955,0,0,0,0,0,0,0,0
5,Annamalai University Faculty of Engineering and Technology Annamalai nagar Cuddalore,MM,MECHANICAL ENGINEERING (MANUFACTURING),0,0,0,0,0,0,0,0,0
1013,University College of Engineering  Villupuram  Kakuppam  Villupuram District 605103,CS,COMPUTER SCIENCE AND ENGINEERING,21860,61025,53862,45134,0,0,94781,151321,0
1013,University College of Engineering  Villupuram  Kakuppam  Villupuram District 605103,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,64375,101433,118484,76562,0,0,112961,0,0
1013,University College of Engineering  Villupuram  Kakuppam  Villupuram District 605103,IT,INFORMATION TECHNOLOGY,37721,74042,81410,64694,0,0,89976,0,73425
1013,University College of Engineering  Villupuram  Kakuppam  Villupuram District 605103,ME,MECHANICAL ENGINEERING,109116,0,0,0,0,0,0,0,0
1013,University College of Engineering  Villupuram  Kakuppam  Villupuram District 605103,XM,MECHANICAL ENGINEERING (TAMIL MEDIUM),0,0,0,0,0,0,0,0,0
1014,University College of Engineering  Tindivanam  Melpakkam  Tindivanam  Villupuram District 604001,CE,CIVIL  ENGINEERING,136236,0,155883,0,0,0,0,0,0
1014,University College of Engineering  Tindivanam  Melpakkam  Tindivanam  Villupuram District 604001,CS,COMPUTER SCIENCE AND ENGINEERING,37690,75271,109454,50337,0,0,102629,152650,123861
1014,University College of Engineering  Tindivanam  Melpakkam  Tindivanam  Villupuram District 604001,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,55965,105490,100810,83491,0,0,129198,163403,0
1014,University College of Engineering  Tindivanam  Melpakkam  Tindivanam  Villupuram District 604001,IT,INFORMATION TECHNOLOGY,45619,82374,101651,63196,0,0,105597,0,132107
1014,University College of Engineering  Tindivanam  Melpakkam  Tindivanam  Villupuram District 604001,XC,CIVIL ENGINEERING (TAMIL MEDIUM),0,0,0,0,0,0,0,0,0
1015,University College of Engineering  Arni  Arni to Devikapuram Road  Thatchur  Arni  Thiruvannamalai District 632326,CS,COMPUTER SCIENCE AND ENGINEERING,43036,75054,81136,70011,0,0,104257,0,0
1015,University College of Engineering  Arni  Arni to Devikapuram Road  Thatchur  Arni  Thiruvannamalai District 632326,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,84436,115701,161553,103792,0,0,157352,0,148327
1015,University College of Engineering  Arni  Arni to Devikapuram Road  Thatchur  Arni  Thiruvannamalai District 632326,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,119189,164066,0,157868,0,0,0,0,0
1015,University College of Engineering  Arni  Arni to Devikapuram Road  Thatchur  Arni  Thiruvannamalai District 632326,ME,MECHANICAL ENGINEERING,156341,0,0,0,0,0,0,0,0
1015,University College of Engineering  Arni  Arni to Devikapuram Road  Thatchur  Arni  Thiruvannamalai District 632326,XM,MECHANICAL ENGINEERING (TAMIL MEDIUM),0,0,0,0,0,0,0,0,0
1026,University College of Engineering  Kancheepuram  Ponnerikarai Campus  NH4  Chennai-Bangalore Highway  Karaipettai Village & Post  Kancheepuram District 631552,CS,COMPUTER SCIENCE AND ENGINEERING,28544,60339,40082,51271,0,0,70058,115356,0
1026,University College of Engineering  Kancheepuram  Ponnerikarai Campus  NH4  Chennai-Bangalore Highway  Karaipettai Village & Post  Kancheepuram District 631552,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,44671,81884,52979,65199,0,0,89450,63197,0
1026,University College of Engineering  Kancheepuram  Ponnerikarai Campus  NH4  Chennai-Bangalore Highway  Karaipettai Village & Post  Kancheepuram District 631552,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,70088,134389,0,112875,0,0,118999,0,0
1026,University College of Engineering  Kancheepuram  Ponnerikarai Campus  NH4  Chennai-Bangalore Highway  Karaipettai Village & Post  Kancheepuram District 631552,ME,MECHANICAL ENGINEERING,110377,164510,120299,0,0,0,0,0,0
1101,Aalim Muhammed Salegh College of Engineering  Muthapudupet  Avadi IAF  Chennai 600055,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,77385,0,83847,0,0,0,0,0,0
1101,Aalim Muhammed Salegh College of Engineering  Muthapudupet  Avadi IAF  Chennai 600055,CS,COMPUTER SCIENCE AND ENGINEERING,90091,161925,93953,0,0,0,0,0,0
1101,Aalim Muhammed Salegh College of Engineering  Muthapudupet  Avadi IAF  Chennai 600055,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,113020,0,113506,0,0,0,0,0,0
1101,Aalim Muhammed Salegh College of Engineering  Muthapudupet  Avadi IAF  Chennai 600055,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,134587,0,153308,0,0,0,0,0,0
1101,Aalim Muhammed Salegh College of Engineering  Muthapudupet  Avadi IAF  Chennai 600055,IT,INFORMATION TECHNOLOGY,98245,0,98373,0,0,0,0,0,0
1101,Aalim Muhammed Salegh College of Engineering  Muthapudupet  Avadi IAF  Chennai 600055,ME,MECHANICAL ENGINEERING,0,0,0,0,0,0,0,0,0
1106,Jaya Engineering College  Thirunindravur  Chennai 602024,AE,AERONAUTICAL ENGINEERING,164576,0,0,0,0,0,0,0,0
1106,Jaya Engineering College  Thirunindravur  Chennai 602024,CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,166640,0,0,0,0,0,0,0,0
1106,Jaya Engineering College  Thirunindravur  Chennai 602024,CE,CIVIL  ENGINEERING,0,0,0,0,0,0,0,0,0
1106,Jaya Engineering College  Thirunindravur  Chennai 602024,CS,COMPUTER SCIENCE AND ENGINEERING,90502,143993,135045,151889,0,0,0,0,0
1106,Jaya Engineering College  Thirunindravur  Chennai 602024,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,170382,0,0,0,0,0,0,0,0
1106,Jaya Engineering College  Thirunindravur  Chennai 602024,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,0,0,0,0,0,0,0,0,0
1106,Jaya Engineering College  Thirunindravur  Chennai 602024,EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,171371,0,0,0,0,0,0,0,0
1106,Jaya Engineering College  Thirunindravur  Chennai 602024,IT,INFORMATION TECHNOLOGY,116639,0,120162,0,0,0,0,0,0
1106,Jaya Engineering College  Thirunindravur  Chennai 602024,ME,MECHANICAL ENGINEERING,0,0,0,0,0,0,0,0,0
1106,Jaya Engineering College  Thirunindravur  Chennai 602024,TX,TEXTILE TECHNOLOGY,0,0,0,0,0,0,0,0,0
1107,Jaya Institute of Technology  Kanchipadi Post  Thiruvallur-Tiruttani NH  Road  Thiruvallur District 631204,CS,COMPUTER SCIENCE AND ENGINEERING,0,0,0,0,0,0,0,0,0
1107,Jaya Institute of Technology  Kanchipadi Post  Thiruvallur-Tiruttani NH  Road  Thiruvallur District 631204,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,0,0,0,0,0,0,0,0,0
1107,Jaya Institute of Technology  Kanchipadi Post  Thiruvallur-Tiruttani NH  Road  Thiruvallur District 631204,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,0,0,0,0,0,0,0,0,0
1107,Jaya Institute of Technology  Kanchipadi Post  Thiruvallur-Tiruttani NH  Road  Thiruvallur District 631204,FD,FOOD TECHNOLOGY,0,0,0,0,0,0,0,0,0
1107,Jaya Institute of Technology  Kanchipadi Post  Thiruvallur-Tiruttani NH  Road  Thiruvallur District 631204,ME,MECHANICAL ENGINEERING,0,0,0,0,0,0,0,0,0
1110,Prathyusha Engineering college (Autonomous)  Aranvoyalkuppam  Thiruvallur District 602025,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,67219,106956,100479,96317,0,0,156773,0,0
1110,Prathyusha Engineering college (Autonomous)  Aranvoyalkuppam  Thiruvallur District 602025,AM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),79746,110054,0,106107,0,0,0,0,0
1110,Prathyusha Engineering college (Autonomous)  Aranvoyalkuppam  Thiruvallur District 602025,BT,BIO TECHNOLOGY,126701,0,0,0,0,0,0,0,0
1110,Prathyusha Engineering college (Autonomous)  Aranvoyalkuppam  Thiruvallur District 602025,CS,COMPUTER SCIENCE AND ENGINEERING,71432,100320,102094,115349,0,0,146469,0,0
1110,Prathyusha Engineering college (Autonomous)  Aranvoyalkuppam  Thiruvallur District 602025,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,83331,107538,0,102686,0,0,156060,0,0
1110,Prathyusha Engineering college (Autonomous)  Aranvoyalkuppam  Thiruvallur District 602025,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,114088,148991,0,0,0,0,0,0,0
1110,Prathyusha Engineering college (Autonomous)  Aranvoyalkuppam  Thiruvallur District 602025,IT,INFORMATION TECHNOLOGY,80598,103296,145704,90522,0,0,164157,0,0
1110,Prathyusha Engineering college (Autonomous)  Aranvoyalkuppam  Thiruvallur District 602025,SC,Computer Science and Engineering (Cyber Security),76328,109375,0,132261,0,0,176129,0,0
1112,R M D Engineering College (Autonomous)  Kavaraipettai  Gummidipoondi  Thiruvallur District 601206,AL,Artificial Intelligence and Machine Learning,24247,32225,51341,41353,0,0,94831,0,0
1112,R M D Engineering College (Autonomous)  Kavaraipettai  Gummidipoondi  Thiruvallur District 601206,CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,25857,33241,44712,38329,0,0,126852,0,0
1112,R M D Engineering College (Autonomous)  Kavaraipettai  Gummidipoondi  Thiruvallur District 601206,CS,COMPUTER SCIENCE AND ENGINEERING,16828,26213,40431,31656,0,0,90390,0,138358
1112,R M D Engineering College (Autonomous)  Kavaraipettai  Gummidipoondi  Thiruvallur District 601206,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,26059,31334,35285,45045,0,0,126390,0,0
1112,R M D Engineering College (Autonomous)  Kavaraipettai  Gummidipoondi  Thiruvallur District 601206,IT,INFORMATION TECHNOLOGY,20462,30497,27895,33993,0,0,114443,157850,0
1113,R M K Engineering College (Autonomous)  Kavaraipettai  Gummidipoondi  Thiruvallur District 601206,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,12949,18249,25338,25644,0,0,79137,81331,0
1113,R M K Engineering College (Autonomous)  Kavaraipettai  Gummidipoondi  Thiruvallur District 601206,CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,18563,22597,26851,26095,0,0,83583,133851,0
1113,R M K Engineering College (Autonomous)  Kavaraipettai  Gummidipoondi  Thiruvallur District 601206,CD,COMPUTER SCIENCE AND DESIGN,22053,27449,28078,28238,0,0,99447,0,0
1113,R M K Engineering College (Autonomous)  Kavaraipettai  Gummidipoondi  Thiruvallur District 601206,CE,CIVIL  ENGINEERING,57069,62278,0,77125,0,0,80888,0,0
1113,R M K Engineering College (Autonomous)  Kavaraipettai  Gummidipoondi  Thiruvallur District 601206,CS,COMPUTER SCIENCE AND ENGINEERING,8868,15050,11924,18627,0,0,49098,127108,0
1113,R M K Engineering College (Autonomous)  Kavaraipettai  Gummidipoondi  Thiruvallur District 601206,EA,Electronics and Communication ( Advanced Communication Technology),19450,24303,29702,36180,0,0,97660,0,0
1113,R M K Engineering College (Autonomous)  Kavaraipettai  Gummidipoondi  Thiruvallur District 601206,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,13816,21145,31194,26446,0,0,113071,0,146896
1113,R M K Engineering College (Autonomous)  Kavaraipettai  Gummidipoondi  Thiruvallur District 601206,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,27236,34851,69927,43752,0,0,103158,0,0
1113,R M K Engineering College (Autonomous)  Kavaraipettai  Gummidipoondi  Thiruvallur District 601206,EV,Electronics Engineering (VLSI design and Technology),21995,34108,32495,30615,0,0,116616,0,0
1113,R M K Engineering College (Autonomous)  Kavaraipettai  Gummidipoondi  Thiruvallur District 601206,IT,INFORMATION TECHNOLOGY,13766,17778,18367,27456,0,0,82639,163531,157468
1113,R M K Engineering College (Autonomous)  Kavaraipettai  Gummidipoondi  Thiruvallur District 601206,ME,MECHANICAL ENGINEERING,37095,48739,79932,63884,0,0,70951,0,0
1114,S A Engineering College (Autonomous)  Thiruverkadu  Chennai 600077,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,56905,77321,71422,83163,0,0,129206,150832,0
1114,S A Engineering College (Autonomous)  Thiruverkadu  Chennai 600077,AM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),64116,85126,70813,82407,0,0,143337,0,0
1114,S A Engineering College (Autonomous)  Thiruverkadu  Chennai 600077,CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,83734,92836,95693,101361,0,0,132236,0,0
1114,S A Engineering College (Autonomous)  Thiruverkadu  Chennai 600077,CE,CIVIL  ENGINEERING,118846,0,0,0,0,0,159587,0,0
1114,S A Engineering College (Autonomous)  Thiruverkadu  Chennai 600077,CS,COMPUTER SCIENCE AND ENGINEERING,51416,70789,82399,77890,0,0,111974,0,0
1114,S A Engineering College (Autonomous)  Thiruverkadu  Chennai 600077,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,68081,97712,101949,100754,0,0,156038,0,0
1114,S A Engineering College (Autonomous)  Thiruverkadu  Chennai 600077,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,108202,143756,0,0,0,0,0,0,0
1114,S A Engineering College (Autonomous)  Thiruverkadu  Chennai 600077,EV,Electronics Engineering (VLSI design and Technology),98882,0,0,0,0,0,0,0,0
1114,S A Engineering College (Autonomous)  Thiruverkadu  Chennai 600077,IT,INFORMATION TECHNOLOGY,56359,77661,69859,78562,0,0,134508,0,0
1114,S A Engineering College (Autonomous)  Thiruverkadu  Chennai 600077,ME,MECHANICAL ENGINEERING,140695,0,0,0,0,0,0,0,0
1114,S A Engineering College (Autonomous)  Thiruverkadu  Chennai 600077,SC,Computer Science and Engineering (Cyber Security),63867,85464,95496,75537,0,0,145578,0,0
1115,Sri Ram Engineering College  Perumalpattu  Veppampattu (R S)  Thiruvallur District 602 024,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,126655,0,0,0,0,0,0,0,0
1115,Sri Ram Engineering College  Perumalpattu  Veppampattu (R S)  Thiruvallur District 602 024,AM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),166793,0,0,0,0,0,0,0,0
1115,Sri Ram Engineering College  Perumalpattu  Veppampattu (R S)  Thiruvallur District 602 024,CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,0,0,0,0,0,0,0,0,0
1115,Sri Ram Engineering College  Perumalpattu  Veppampattu (R S)  Thiruvallur District 602 024,CS,COMPUTER SCIENCE AND ENGINEERING,98432,171911,121181,0,0,0,0,0,0
1115,Sri Ram Engineering College  Perumalpattu  Veppampattu (R S)  Thiruvallur District 602 024,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,146416,0,0,0,0,0,0,0,0
1115,Sri Ram Engineering College  Perumalpattu  Veppampattu (R S)  Thiruvallur District 602 024,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,0,0,0,0,0,0,0,0,0
1115,Sri Ram Engineering College  Perumalpattu  Veppampattu (R S)  Thiruvallur District 602 024,ME,MECHANICAL ENGINEERING,0,0,0,0,0,0,0,0,0
1115,Sri Ram Engineering College  Perumalpattu  Veppampattu (R S)  Thiruvallur District 602 024,SC,Computer Science and Engineering (Cyber Security),174424,0,0,0,0,0,0,0,0
1116,Sri Venkateswara College of Engineering and Technology  Thirupachur  Thiruvallur District 631203,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,100034,140154,158719,168490,0,0,0,0,0
1116,Sri Venkateswara College of Engineering and Technology  Thirupachur  Thiruvallur District 631203,AM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),108906,160688,132828,163226,0,0,0,0,0
1116,Sri Venkateswara College of Engineering and Technology  Thirupachur  Thiruvallur District 631203,CE,CIVIL  ENGINEERING,0,0,0,0,0,0,0,0,0
1116,Sri Venkateswara College of Engineering and Technology  Thirupachur  Thiruvallur District 631203,CS,COMPUTER SCIENCE AND ENGINEERING,41936,63288,69215,83921,0,0,146382,0,0
1116,Sri Venkateswara College of Engineering and Technology  Thirupachur  Thiruvallur District 631203,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,105031,0,0,0,0,0,0,0,0
1116,Sri Venkateswara College of Engineering and Technology  Thirupachur  Thiruvallur District 631203,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,173811,0,0,0,0,0,0,0,0
1116,Sri Venkateswara College of Engineering and Technology  Thirupachur  Thiruvallur District 631203,IT,INFORMATION TECHNOLOGY,66767,84577,0,103184,0,0,0,0,0
1116,Sri Venkateswara College of Engineering and Technology  Thirupachur  Thiruvallur District 631203,ME,MECHANICAL ENGINEERING,0,0,0,0,0,0,0,0,0
1116,Sri Venkateswara College of Engineering and Technology  Thirupachur  Thiruvallur District 631203,SC,Computer Science and Engineering (Cyber Security),101417,163665,152967,168966,0,0,147868,0,0
1118,Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College (Autonomous)  Avadi-Alamathi Road  Chennai 600 062,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,41497,60225,79519,58095,0,0,115896,0,0
1118,Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College (Autonomous)  Avadi-Alamathi Road  Chennai 600 062,BM,BIO MEDICAL ENGINEERING,81209,114485,154534,151697,0,0,138997,0,169983
1118,Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College (Autonomous)  Avadi-Alamathi Road  Chennai 600 062,CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,57462,67855,82562,77403,0,0,130858,0,0
1118,Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College (Autonomous)  Avadi-Alamathi Road  Chennai 600 062,CS,COMPUTER SCIENCE AND ENGINEERING,35449,59741,70907,62305,0,0,113959,0,0
