CollegeCode,College,BranchCode,Branch,OC,BC,BCM,MBC,MBCDNC,MBCV,SC,SCA,ST
2,University Departments of Anna University  Chennai - ACT Campus  Sardar Patel Road  Guindy  Chennai 600 025,FS,FOOD TECHNOLOGY (SS),189.0,177.615,178.5,175.0,0.0,0.0,167.5,176.47,0.0
2,University Departments of Anna University  Chennai - ACT Campus  Sardar Patel Road  Guindy  Chennai 600 025,IB,INDUSTRIAL BIO TECHNOLOGY,190.0,187.0,186.0,181.5,0.0,0.0,185.0,152.5,0.0
2,University Departments of Anna University  Chennai - ACT Campus  Sardar Patel Road  Guindy  Chennai 600 025,IS,INDUSTRIAL BIO TECHNOLOGY (SS),186.0,184.5,182.5,177.0,0.0,0.0,179.5,0.0,144.0
2,University Departments of Anna University  Chennai - ACT Campus  Sardar Patel Road  Guindy  Chennai 600 025,LE,LEATHER TECHNOLOGY,168.0,156.5,161.0,153.5,0.0,0.0,143.5,141.5,147.5
2,University Departments of Anna University  Chennai - ACT Campus  Sardar Patel Road  Guindy  Chennai 600 025,PM,PHARMACEUTICAL TECHNOLOGY (SS),181.0,171.0,166.5,169.0,0.0,0.0,167.0,125.5,0.0
2,University Departments of Anna University  Chennai - ACT Campus  Sardar Patel Road  Guindy  Chennai 600 025,PP,PETROLEUM ENGINEERING AND TECHNOLOGY (SS),176.5,168.5,173.5,163.0,0.0,0.0,150.5,137.5,0.0
2,University Departments of Anna University  Chennai - ACT Campus  Sardar Patel Road  Guindy  Chennai 600 025,TX,TEXTILE TECHNOLOGY,169.5,160.5,153.0,162.5,0.0,0.0,142.0,144.0,0.0
3,School of Architecture and Planning  Anna University Chennai 600025,BP,B.Plan,183.0,177.5,176.0,167.5,0.0,0.0,163.5,0.0,157.5
4,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,AE,AERONAUTICAL ENGINEERING,195.0,192.5,191.5,191.0,0.0,0.0,184.545,159.5,0.0
4,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,AT,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE (SS),198.0,197.0,196.0,197.0,0.0,0.0,188.5,187.0,175.5
4,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,AU,AUTOMOBILE ENGINEERING,190.0,180.5,188.0,183.0,0.0,0.0,172.0,163.405,136.5
4,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,CM,COMPUTER SCIENCE AND ENGINEERING (SS),198.5,198.0,197.0,197.0,0.0,0.0,190.0,0.0,175.0
4,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,CS,COMPUTER SCIENCE AND ENGINEERING,199.0,198.5,198.0,197.5,0.0,0.0,193.5,188.0,179.5
4,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,198.5,197.5,197.0,196.5,0.0,0.0,190.5,178.5,168.5
4,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,195.5,193.5,192.0,193.0,0.0,0.0,180.5,174.0,0.0
4,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,EM,ELECTRONICS AND COMMUNICATION ENGINEERING (SS),197.0,197.0,195.5,196.0,0.0,0.0,188.5,175.0,0.0
4,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,IM,INFORMATION TECHNOLOGY (SS),197.5,197.0,196.0,196.5,0.0,0.0,189.0,179.5,0.0
4,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,PR,PRODUCTION ENGINEERING,185.5,180.0,177.5,177.0,0.0,0.0,167.5,149.0,0.0
4,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,RA,ROBOTICS AND AUTOMATION (SS),195.5,193.5,193.5,193.0,0.0,0.0,186.5,164.0,138.0
4,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,RP,RUBBER AND PLASTIC TECHNOLOGY,177.5,172.5,167.5,165.0,0.0,0.0,152.5,140.5,0.0
5,Annamalai University Faculty of Engineering and Technology Annamalai nagar Cuddalore,AM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),167.5,133.0,148.5,143.5,0.0,0.0,141.5,100.5,0.0
5,Annamalai University Faculty of Engineering and Technology Annamalai nagar Cuddalore,CE,CIVIL  ENGINEERING,128.0,0.0,0.0,97.0,0.0,0.0,108.0,127.5,0.0
5,Annamalai University Faculty of Engineering and Technology Annamalai nagar Cuddalore,CF,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),160.5,136.0,147.5,140.5,0.0,0.0,135.5,0.0,0.0
5,Annamalai University Faculty of Engineering and Technology Annamalai nagar Cuddalore,CH,CHEMICAL  ENGINEERING,133.5,0.0,103.5,0.0,0.0,0.0,110.5,0.0,0.0
5,Annamalai University Faculty of Engineering and Technology Annamalai nagar Cuddalore,CS,COMPUTER SCIENCE AND ENGINEERING,163.0,142.0,149.5,142.5,0.0,0.0,142.5,117.0,123.5
5,Annamalai University Faculty of Engineering and Technology Annamalai nagar Cuddalore,CZ,CIVIL AND STRUCTUTURAL ENGINEERING,109.5,0.0,0.0,0.0,0.0,0.0,97.5,0.0,0.0
5,Annamalai University Faculty of Engineering and Technology Annamalai nagar Cuddalore,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,158.0,128.5,137.5,140.5,0.0,0.0,134.0,103.0,132.5
5,Annamalai University Faculty of Engineering and Technology Annamalai nagar Cuddalore,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,133.0,0.0,0.0,109.0,0.0,0.0,114.0,0.0,0.0
5,Annamalai University Faculty of Engineering and Technology Annamalai nagar Cuddalore,EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,128.0,0.0,118.5,105.0,0.0,0.0,104.0,0.0,0.0
5,Annamalai University Faculty of Engineering and Technology Annamalai nagar Cuddalore,IT,INFORMATION TECHNOLOGY,158.0,130.0,141.5,140.5,0.0,0.0,135.0,0.0,0.0
5,Annamalai University Faculty of Engineering and Technology Annamalai nagar Cuddalore,ME,MECHANICAL ENGINEERING,117.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Annamalai University Faculty of Engineering and Technology Annamalai nagar Cuddalore,MM,MECHANICAL ENGINEERING (MANUFACTURING),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1013,University College of Engineering  Villupuram  Kakuppam  Villupuram District 605103,CS,COMPUTER SCIENCE AND ENGINEERING,177.5,154.0,158.0,162.5,0.0,0.0,138.5,111.5,0.0
1013,University College of Engineering  Villupuram  Kakuppam  Villupuram District 605103,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,152.5,135.5,128.0,146.5,0.0,0.0,130.5,0.0,0.0
1013,University College of Engineering  Villupuram  Kakuppam  Villupuram District 605103,IT,INFORMATION TECHNOLOGY,167.0,148.0,144.5,152.5,0.0,0.0,140.5,0.0,148.0
1013,University College of Engineering  Villupuram  Kakuppam  Villupuram District 605103,ME,MECHANICAL ENGINEERING,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1013,University College of Engineering  Villupuram  Kakuppam  Villupuram District 605103,XM,MECHANICAL ENGINEERING (TAMIL MEDIUM),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1014,University College of Engineering  Tindivanam  Melpakkam  Tindivanam  Villupuram District 604001,CE,CIVIL  ENGINEERING,119.5,0.0,108.5,0.0,0.0,0.0,0.0,0.0,0.0
1014,University College of Engineering  Tindivanam  Melpakkam  Tindivanam  Villupuram District 604001,CS,COMPUTER SCIENCE AND ENGINEERING,167.0,147.0,132.0,159.5,0.0,0.0,135.0,110.5,125.5
1014,University College of Engineering  Tindivanam  Melpakkam  Tindivanam  Villupuram District 604001,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,156.5,133.5,135.5,143.5,0.0,0.0,123.0,103.5,0.0
1014,University College of Engineering  Tindivanam  Melpakkam  Tindivanam  Villupuram District 604001,IT,INFORMATION TECHNOLOGY,162.0,144.0,135.5,153.0,0.0,0.0,133.5,0.0,121.5
1014,University College of Engineering  Tindivanam  Melpakkam  Tindivanam  Villupuram District 604001,XC,CIVIL ENGINEERING (TAMIL MEDIUM),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1015,University College of Engineering  Arni  Arni to Devikapuram Road  Thatchur  Arni  Thiruvannamalai District 632326,CS,COMPUTER SCIENCE AND ENGINEERING,163.5,147.5,144.5,149.5,0.0,0.0,134.0,0.0,0.0
1015,University College of Engineering  Arni  Arni to Devikapuram Road  Thatchur  Arni  Thiruvannamalai District 632326,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,143.0,129.0,104.5,134.5,0.0,0.0,108.0,0.0,113.5
1015,University College of Engineering  Arni  Arni to Devikapuram Road  Thatchur  Arni  Thiruvannamalai District 632326,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,127.5,102.5,0.0,107.5,0.0,0.0,0.0,0.0,0.0
1015,University College of Engineering  Arni  Arni to Devikapuram Road  Thatchur  Arni  Thiruvannamalai District 632326,ME,MECHANICAL ENGINEERING,108.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1015,University College of Engineering  Arni  Arni to Devikapuram Road  Thatchur  Arni  Thiruvannamalai District 632326,XM,MECHANICAL ENGINEERING (TAMIL MEDIUM),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1026,University College of Engineering  Kancheepuram  Ponnerikarai Campus  NH4  Chennai-Bangalore Highway  Karaipettai Village & Post  Kancheepuram District 631552,CS,COMPUTER SCIENCE AND ENGINEERING,172.5,154.5,165.5,159.0,0.0,0.0,149.5,129.0,0.0
1026,University College of Engineering  Kancheepuram  Ponnerikarai Campus  NH4  Chennai-Bangalore Highway  Karaipettai Village & Post  Kancheepuram District 631552,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,163.0,144.0,158.045,152.0,0.0,0.0,140.5,153.0,0.0
1026,University College of Engineering  Kancheepuram  Ponnerikarai Campus  NH4  Chennai-Bangalore Highway  Karaipettai Village & Post  Kancheepuram District 631552,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,149.5,120.5,0.0,130.5,0.0,0.0,127.5,0.0,0.0
1026,University College of Engineering  Kancheepuram  Ponnerikarai Campus  NH4  Chennai-Bangalore Highway  Karaipettai Village & Post  Kancheepuram District 631552,ME,MECHANICAL ENGINEERING,131.5,102.5,127.0,0.0,0.0,0.0,0.0,0.0,0.0
1101,Aalim Muhammed Salegh College of Engineering  Muthapudupet  Avadi IAF  Chennai 600055,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,146.0,0.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0
1101,Aalim Muhammed Salegh College of Engineering  Muthapudupet  Avadi IAF  Chennai 600055,CS,COMPUTER SCIENCE AND ENGINEERING,140.5,104.5,138.5,0.0,0.0,0.0,0.0,0.0,0.0
1101,Aalim Muhammed Salegh College of Engineering  Muthapudupet  Avadi IAF  Chennai 600055,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,130.5,0.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0
1101,Aalim Muhammed Salegh College of Engineering  Muthapudupet  Avadi IAF  Chennai 600055,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,120.5,0.0,110.5,0.0,0.0,0.0,0.0,0.0,0.0
1101,Aalim Muhammed Salegh College of Engineering  Muthapudupet  Avadi IAF  Chennai 600055,IT,INFORMATION TECHNOLOGY,136.5,0.0,136.5,0.0,0.0,0.0,0.0,0.0,0.0
1101,Aalim Muhammed Salegh College of Engineering  Muthapudupet  Avadi IAF  Chennai 600055,ME,MECHANICAL ENGINEERING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1106,Jaya Engineering College  Thirunindravur  Chennai 602024,AE,AERONAUTICAL ENGINEERING,102.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1106,Jaya Engineering College  Thirunindravur  Chennai 602024,CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,100.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1106,Jaya Engineering College  Thirunindravur  Chennai 602024,CE,CIVIL  ENGINEERING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1106,Jaya Engineering College  Thirunindravur  Chennai 602024,CS,COMPUTER SCIENCE AND ENGINEERING,140.0,115.5,120.0,111.0,0.0,0.0,0.0,0.0,0.0
1106,Jaya Engineering College  Thirunindravur  Chennai 602024,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1106,Jaya Engineering College  Thirunindravur  Chennai 602024,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1106,Jaya Engineering College  Thirunindravur  Chennai 602024,EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1106,Jaya Engineering College  Thirunindravur  Chennai 602024,IT,INFORMATION TECHNOLOGY,128.5,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0
1106,Jaya Engineering College  Thirunindravur  Chennai 602024,ME,MECHANICAL ENGINEERING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1106,Jaya Engineering College  Thirunindravur  Chennai 602024,TX,TEXTILE TECHNOLOGY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1107,Jaya Institute of Technology  Kanchipadi Post  Thiruvallur-Tiruttani NH  Road  Thiruvallur District 631204,CS,COMPUTER SCIENCE AND ENGINEERING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1107,Jaya Institute of Technology  Kanchipadi Post  Thiruvallur-Tiruttani NH  Road  Thiruvallur District 631204,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1107,Jaya Institute of Technology  Kanchipadi Post  Thiruvallur-Tiruttani NH  Road  Thiruvallur District 631204,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1107,Jaya Institute of Technology  Kanchipadi Post  Thiruvallur-Tiruttani NH  Road  Thiruvallur District 631204,FD,FOOD TECHNOLOGY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1107,Jaya Institute of Technology  Kanchipadi Post  Thiruvallur-Tiruttani NH  Road  Thiruvallur District 631204,ME,MECHANICAL ENGINEERING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1110,Prathyusha Engineering college (Autonomous)  Aranvoyalkuppam  Thiruvallur District 602025,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,151.0,133.0,136.0,137.5,0.0,0.0,108.0,0.0,0.0
1110,Prathyusha Engineering college (Autonomous)  Aranvoyalkuppam  Thiruvallur District 602025,AM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),145.0,131.5,0.0,133.5,0.0,0.0,0.0,0.0,0.0
1110,Prathyusha Engineering college (Autonomous)  Aranvoyalkuppam  Thiruvallur District 602025,BT,BIO TECHNOLOGY,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1110,Prathyusha Engineering college (Autonomous)  Aranvoyalkuppam  Thiruvallur District 602025,CS,COMPUTER SCIENCE AND ENGINEERING,149.0,136.0,135.0,129.0,0.0,0.0,114.5,0.0,0.0
1110,Prathyusha Engineering college (Autonomous)  Aranvoyalkuppam  Thiruvallur District 602025,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,143.5,132.5,0.0,135.0,0.0,0.0,108.5,0.0,0.0
1110,Prathyusha Engineering college (Autonomous)  Aranvoyalkuppam  Thiruvallur District 602025,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,130.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1110,Prathyusha Engineering college (Autonomous)  Aranvoyalkuppam  Thiruvallur District 602025,IT,INFORMATION TECHNOLOGY,144.5,134.5,115.0,140.0,0.0,0.0,102.5,0.0,0.0
1110,Prathyusha Engineering college (Autonomous)  Aranvoyalkuppam  Thiruvallur District 602025,SC,Computer Science and Engineering (Cyber Security),146.5,132.0,0.0,121.5,0.0,0.0,85.0,0.0,0.0
1112,R M D Engineering College (Autonomous)  Kavaraipettai  Gummidipoondi  Thiruvallur District 601206,AL,Artificial Intelligence and Machine Learning,175.5,170.5,159.0,164.5,0.0,0.0,138.5,0.0,0.0
1112,R M D Engineering College (Autonomous)  Kavaraipettai  Gummidipoondi  Thiruvallur District 601206,CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,174.5,169.5,163.0,166.5,0.0,0.0,124.0,0.0,0.0
1112,R M D Engineering College (Autonomous)  Kavaraipettai  Gummidipoondi  Thiruvallur District 601206,CS,COMPUTER SCIENCE AND ENGINEERING,181.5,174.5,165.0,170.5,0.0,0.0,140.0,0.0,118.5
1112,R M D Engineering College (Autonomous)  Kavaraipettai  Gummidipoondi  Thiruvallur District 601206,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,174.5,171.0,168.5,162.5,0.0,0.0,124.0,0.0,0.0
1112,R M D Engineering College (Autonomous)  Kavaraipettai  Gummidipoondi  Thiruvallur District 601206,IT,INFORMATION TECHNOLOGY,178.5,171.5,173.0,169.0,0.0,0.0,129.5,107.5,0.0
1113,R M K Engineering College (Autonomous)  Kavaraipettai  Gummidipoondi  Thiruvallur District 601206,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,185.0,180.0,175.0,174.5,0.0,0.0,145.5,144.5,0.0
1113,R M K Engineering College (Autonomous)  Kavaraipettai  Gummidipoondi  Thiruvallur District 601206,CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,180.0,177.0,174.0,174.5,0.0,0.0,143.5,121.0,0.0
1113,R M K Engineering College (Autonomous)  Kavaraipettai  Gummidipoondi  Thiruvallur District 601206,CD,COMPUTER SCIENCE AND DESIGN,177.5,173.5,173.0,173.0,0.0,0.0,136.0,0.0,0.0
1113,R M K Engineering College (Autonomous)  Kavaraipettai  Gummidipoondi  Thiruvallur District 601206,CE,CIVIL  ENGINEERING,156.0,153.5,114.0,146.5,0.0,0.0,144.5,0.0,0.0
1113,R M K Engineering College (Autonomous)  Kavaraipettai  Gummidipoondi  Thiruvallur District 601206,CS,COMPUTER SCIENCE AND ENGINEERING,188.5,183.0,185.5,180.0,0.0,0.0,160.5,124.0,0.0
1113,R M K Engineering College (Autonomous)  Kavaraipettai  Gummidipoondi  Thiruvallur District 601206,EA,Electronics and Communication ( Advanced Communication Technology),179.5,175.5,172.0,168.0,0.0,0.0,137.0,0.0,0.0
1113,R M K Engineering College (Autonomous)  Kavaraipettai  Gummidipoondi  Thiruvallur District 601206,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,184.0,178.0,171.0,174.0,0.0,0.0,130.0,0.0,114.0
1113,R M K Engineering College (Autonomous)  Kavaraipettai  Gummidipoondi  Thiruvallur District 601206,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,173.5,168.5,150.0,163.5,0.0,0.0,134.5,0.0,0.0
1113,R M K Engineering College (Autonomous)  Kavaraipettai  Gummidipoondi  Thiruvallur District 601206,EV,Electronics Engineering (VLSI design and Technology),177.5,169.0,170.0,171.5,0.0,0.0,128.5,0.0,0.0
1113,R M K Engineering College (Autonomous)  Kavaraipettai  Gummidipoondi  Thiruvallur District 601206,IT,INFORMATION TECHNOLOGY,184.0,180.5,180.0,173.5,0.0,0.0,144.0,103.0,107.5
1113,R M K Engineering College (Autonomous)  Kavaraipettai  Gummidipoondi  Thiruvallur District 601206,ME,MECHANICAL ENGINEERING,167.0,160.5,145.0,152.5,0.0,0.0,149.5,0.0,0.0
1114,S A Engineering College (Autonomous)  Thiruverkadu  Chennai 600077,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,156.0,146.0,149.0,143.5,0.0,0.0,123.0,112.0,0.0
1114,S A Engineering College (Autonomous)  Thiruverkadu  Chennai 600077,AM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),152.5,142.5,149.5,144.0,0.0,0.0,116.0,0.0,0.0
1114,S A Engineering College (Autonomous)  Thiruverkadu  Chennai 600077,CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,143.0,139.0,138.0,135.5,0.0,0.0,121.5,0.0,0.0
1114,S A Engineering College (Autonomous)  Thiruverkadu  Chennai 600077,CE,CIVIL  ENGINEERING,127.5,0.0,0.0,0.0,0.0,0.0,106.0,0.0,0.0
1114,S A Engineering College (Autonomous)  Thiruverkadu  Chennai 600077,CS,COMPUTER SCIENCE AND ENGINEERING,159.0,149.5,144.0,146.0,0.0,0.0,130.5,0.0,0.0
1114,S A Engineering College (Autonomous)  Thiruverkadu  Chennai 600077,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,150.5,137.0,135.0,135.5,0.0,0.0,108.5,0.0,0.0
1114,S A Engineering College (Autonomous)  Thiruverkadu  Chennai 600077,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,132.5,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1114,S A Engineering College (Autonomous)  Thiruverkadu  Chennai 600077,EV,Electronics Engineering (VLSI design and Technology),136.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1114,S A Engineering College (Autonomous)  Thiruverkadu  Chennai 600077,IT,INFORMATION TECHNOLOGY,156.5,146.0,150.0,145.5,0.0,0.0,120.5,0.0,0.0
1114,S A Engineering College (Autonomous)  Thiruverkadu  Chennai 600077,ME,MECHANICAL ENGINEERING,117.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1114,S A Engineering College (Autonomous)  Thiruverkadu  Chennai 600077,SC,Computer Science and Engineering (Cyber Security),152.665,142.5,138.0,147.0,0.0,0.0,115.0,0.0,0.0
1115,Sri Ram Engineering College  Perumalpattu  Veppampattu (R S)  Thiruvallur District 602 024,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1115,Sri Ram Engineering College  Perumalpattu  Veppampattu (R S)  Thiruvallur District 602 024,AM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
